Order_ID,Order_Date,Customer,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Profit,,,
ORD0255,5/30/2025,Customer_044,Bookshelf,Furniture,South,1,6430.26,0.2,5144.21,1302.96,,,
ORD0256,7/27/2025,Customer_062,Office Chair,Furniture,South,5,8823.01,0,44115.04,12343.97,,,
ORD0257,5/24/2025,Customer_030,Mouse,Accessories,North,4,1239.58,0.05,4710.4,757.95,,,
ORD0258,9/5/2025,Customer_065,Backpack,Accessories,North,4,1627.21,0.2,5207.07,898.55,,,
ORD0259,6/10/2025,Customer_016,Desk,Furniture,West,4,11013.9,0.1,39650.04,6698.71,,,
ORD0260,4/24/2025,Customer_066,Bookshelf,Furniture,North,4,5897.01,0.1,21229.23,5506.32,,,
ORD0261,6/29/2025,Customer_062,Desk,Furniture,East,2,12129.13,0.15,20619.51,5338.29,,,
ORD0262,5/23/2025,Customer_086,Printer,Electronics,West,4,13052.94,0.15,44380,7222.61,,,
ORD0263,3/23/2025,Customer_045,Desk,Furniture,East,4,13033.43,0.05,49527.03,14695.99,,,
ORD0264,1/14/2025,Customer_073,Keyboard,Accessories,East,2,2334.61,0.15,3968.83,642.93,,,
ORD0265,10/3/2025,Customer_082,Desk,Furniture,West,3,12467.88,0,37403.65,9380.09,,,
ORD0266,4/5/2025,Customer_014,Printer,Electronics,North,1,13942.19,0.1,12547.97,3228.02,,,
ORD0267,5/21/2025,Customer_098,Bookshelf,Furniture,West,5,7088.64,0.05,33671.02,5217.66,,,
ORD0268,1/12/2025,Customer_032,Desk,Furniture,West,2,11358.12,0.1,20444.62,6215.31,,,
ORD0269,2/12/2025,Customer_002,Office Chair,Furniture,West,2,9097.46,0.05,17285.18,5530.11,,,
ORD0270,12/11/2025,Customer_002,Backpack,Accessories,South,3,1823.2,0.05,5196.12,1463.45,,,
ORD0271,4/9/2025,Customer_021,Smartphone,Electronics,North,5,26865.19,0.1,120893.35,28280.89,,,
ORD0272,4/11/2025,Customer_052,Headphones,Electronics,North,4,3593.23,0.1,12935.64,3547.22,,,
ORD0273,4/26/2025,Customer_063,Office Chair,Furniture,South,4,8374.34,0.1,30147.63,8859.12,,,
ORD0274,3/27/2025,Customer_005,Headphones,Electronics,South,3,3729.28,0.05,10628.44,1841.67,,,
ORD0275,5/29/2025,Customer_010,Backpack,Accessories,East,2,1770.69,0,3541.38,573.46,,,
ORD0276,8/1/2025,Customer_053,Printer,Electronics,South,5,12633.94,0.05,60011.21,16308.63,,,
ORD0277,7/10/2025,Customer_021,Desk,Furniture,West,5,11691.38,0,58456.9,15598.04,,,
ORD0278,9/9/2025,Customer_082,Backpack,Accessories,West,5,1674.02,0.05,7951.58,2028.17,,,
ORD0279,2/11/2025,Customer_013,Headphones,Electronics,North,1,3751.7,0.1,3376.53,815.5,,,
ORD0280,2/17/2025,Customer_029,Mouse,Accessories,North,1,1306.28,0.1,1175.65,186.02,,,
ORD0281,7/22/2025,Customer_034,Printer,Electronics,West,2,15124.93,0,30249.87,6888.03,,,
ORD0282,3/10/2025,Customer_032,Bookshelf,Furniture,West,1,5936.65,0.1,5342.98,1155.79,,,
ORD0283,4/19/2025,Customer_051,Laptop,Electronics,West,5,49918.24,0,249591.2,42619.83,,,
ORD0284,8/16/2025,Customer_011,Headphones,Electronics,West,1,3666.26,0.2,2933,731.34,,,
ORD0285,12/16/2025,Customer_096,Headphones,Electronics,West,3,3271.88,0,9815.63,2947.84,,,
ORD0286,11/25/2025,Customer_066,Printer,Electronics,East,4,14790.96,0.15,50289.26,13800.96,,,
ORD0287,6/18/2025,Customer_089,Smartphone,Electronics,South,3,28644.07,0,85932.22,14185.11,,,
ORD0288,9/15/2025,Customer_013,Backpack,Accessories,North,2,1665.08,0.05,3163.66,712.24,,,
ORD0289,6/2/2025,Customer_059,Smartphone,Electronics,South,3,25820.52,0,77461.57,15515.06,,,
ORD0290,6/21/2025,Customer_032,Printer,Electronics,East,1,13366.62,0,13366.62,1795.62,,,
ORD0291,9/25/2025,Customer_047,Laptop,Electronics,unknown,5,58475.42,0.05,277758.23,41032.11,,,
ORD0292,8/26/2025,Customer_007,Desk,Furniture,East,5,13148.15,0.05,62453.73,10639.72,,,
ORD0293,9/15/2025,Customer_029,Bookshelf,Furniture,North,3,6551.42,0.05,18671.56,3256.52,,,
ORD0294,2/13/2025,Customer_077,Office Chair,Furniture,South,3,8480.27,0.2,20352.65,5899.52,,,
ORD0295,1/23/2025,Customer_029,Desk,Furniture,South,5,12268.66,0.1,55208.96,16497.2,,,
ORD0296,12/28/2025,Customer_058,Backpack,Accessories,West,4,1894,0.1,6818.41,1963.61,,,
ORD0297,8/12/2025,Customer_064,Keyboard,Accessories,South,1,2367.84,0.1,2131.05,563.49,,,
ORD0298,8/7/2025,Customer_027,Smartphone,Electronics,South,3,29357.15,0.05,83667.87,13133.88,,,
ORD0299,11/10/2025,Customer_054,Mouse,Accessories,West,5,1205.8,0.1,5426.09,816.03,,,
ORD0300,8/31/2025,Customer_095,Laptop,Electronics,East,1,53547.35,0.2,42837.88,10907.11,,,
ORD0301,1/20/2025,Customer_010,Bookshelf,Furniture,West,3,6328.8,0.2,15189.13,3497.72,,,
ORD0302,12/25/2025,Customer_021,Bookshelf,Furniture,South,3,6711.95,0,20135.86,6435.91,,,
ORD0303,3/12/2025,Customer_004,Bookshelf,Furniture,North,4,6353.98,0,25415.9,6087.99,,,
ORD0304,9/11/2025,Customer_024,Headphones,Electronics,South,5,3543.04,0.1,15943.68,3314.18,,,
ORD0305,7/30/2025,Customer_022,Smartphone,Electronics,West,3,29820.28,0.05,84987.79,18726.96,,,
ORD0306,8/16/2025,Customer_094,Printer,Electronics,East,5,14048.35,0.1,63217.59,14663.96,,,
ORD0307,9/8/2025,Customer_047,Laptop,Electronics,East,1,51926.73,0,51926.73,10403.78,,,
ORD0308,5/28/2025,Customer_047,Mouse,Accessories,East,4,1121.64,0.05,4262.21,820.43,,,
ORD0309,3/2/2025,Customer_010,Bookshelf,Furniture,South,4,6593.43,0.05,25055.05,5072.3,,,
ORD0310,7/17/2025,Customer_081,Headphones,Electronics,East,5,3560.07,0.1,16020.3,3247.38,,,
ORD0311,3/10/2025,Customer_093,Headphones,Electronics,West,5,3746.91,0,18734.55,5149.97,,,
ORD0312,3/11/2025,Customer_090,Desk,Furniture,West,4,11899.65,0.15,40458.8,9038.75,,,
ORD0313,10/24/2025,Customer_054,Backpack,Accessories,South,2,1900.88,0.15,3231.49,1029.53,,,
ORD0314,12/30/2025,Customer_030,Mouse,Accessories,South,4,1309.59,0.1,4714.52,1443.62,,,
ORD0315,7/1/2025,Customer_095,Backpack,Accessories,South,3,1903.37,0.05,5424.59,678.25,,,
ORD0316,4/17/2025,Customer_084,Mouse,Accessories,South,5,1117.53,0.05,5308.28,792.96,,,
ORD0317,1/7/2025,Customer_070,Printer,Electronics,East,3,14090.78,0,42272.33,10051.55,,,
ORD0318,6/3/2025,Customer_014,Smartphone,Electronics,North,3,28336.94,0.2,68008.66,9020.36,,,
ORD0319,11/1/2025,Customer_019,Desk,Furniture,East,2,11147.92,0.2,17836.67,3120.86,,,
ORD0320,6/27/2025,Customer_068,Mouse,Accessories,East,5,1163.88,0.1,5237.47,1556.47,,,
ORD0321,3/2/2025,Customer_061,Printer,Electronics,South,1,14171.42,0.15,12045.71,2593.7,,,
ORD0322,7/17/2025,Customer_098,Printer,Electronics,North,3,14581.94,0,43745.81,9243.16,,,
ORD0323,11/26/2025,Customer_098,Printer,Electronics,West,5,14459.73,0,72298.63,20010.95,,,
ORD0324,10/21/2025,Customer_060,Headphones,Electronics,East,5,3353.41,0.1,15090.35,2453.78,,,
ORD0325,10/4/2025,Customer_020,Printer,Electronics,South,3,14801.58,0,44404.74,12421.21,,,
ORD0326,8/2/2025,Customer_092,Office Chair,Furniture,South,4,7998.3,0.1,28793.87,4158.81,,,
ORD0327,9/5/2025,Customer_003,Mouse,Accessories,West,2,1213.92,0.1,2185.05,457.76,,,
ORD0328,3/30/2025,Customer_050,Laptop,Electronics,East,2,50660.21,0.05,96254.4,18157.81,,,
ORD0329,10/24/2025,Customer_036,Headphones,Electronics,North,5,3292.64,0.2,13170.55,2836.07,,,
ORD0330,2/11/2025,Customer_060,Desk,Furniture,West,1,12996.22,0.05,12346.41,2634.65,,,
ORD0331,10/10/2025,Customer_040,Bookshelf,Furniture,South,4,6647.52,0,26590.06,6577.85,,,
ORD0332,6/25/2025,Customer_004,Laptop,Electronics,South,4,51526.47,0.05,195800.6,27647.45,,,
ORD0333,1/16/2025,Customer_001,Bookshelf,Furniture,East,3,6894.68,0.15,17581.45,3849.61,,,
ORD0334,4/12/2025,Customer_095,Backpack,Accessories,East,5,1848.48,0.1,8318.17,2385.73,,,
ORD0335,6/3/2025,Customer_005,Backpack,Accessories,East,3,1653.49,0.1,4464.43,1402.4,,,
ORD0336,12/30/2025,Customer_073,Mouse,Accessories,North,4,1106.58,0.15,3762.37,632.39,,,
ORD0337,10/4/2025,Customer_028,Keyboard,Accessories,West,2,2367.12,0.15,4024.11,864.83,,,
ORD0338,12/4/2025,Customer_058,Printer,Electronics,East,1,12997.52,0.05,12347.65,3092,,,
ORD0339,10/16/2025,Customer_084,Mouse,Accessories,North,1,1193.11,0.15,1014.14,125.94,,,
ORD0340,7/20/2025,Customer_020,Smartphone,Electronics,West,2,25221.38,0.05,47920.61,8801.39,,,
ORD0341,7/10/2025,Customer_021,Laptop,Electronics,East,3,55139.2,0.1,148875.85,38549.59,,,
ORD0342,2/8/2025,Customer_009,Mouse,Accessories,East,5,1262.22,0.05,5995.54,835.05,,,
ORD0343,4/1/2025,Customer_098,Smartphone,Electronics,West,3,28956.1,0.15,73838.06,15351.81,,,
ORD0344,11/30/2025,Customer_084,Bookshelf,Furniture,North,4,6017.5,0.05,22866.51,5429.6,,,
ORD0345,4/20/2025,Customer_051,Mouse,Accessories,East,2,1110.59,0.2,1776.94,317.12,,,
ORD0346,3/4/2025,Customer_073,Printer,Electronics,East,3,12650.42,0.15,32258.57,4110.96,,,
ORD0347,11/13/2025,Customer_036,Backpack,Accessories,West,1,1934.19,0.05,1837.48,546.62,,,
ORD0348,7/22/2025,Customer_053,Laptop,Electronics,East,1,54656.45,0,54656.45,14196.85,,,
ORD0349,9/21/2025,Customer_002,Mouse,Accessories,North,3,1223.71,0.1,3304.03,1014.67,,,
ORD0350,3/3/2025,Customer_048,Bookshelf,Furniture,South,1,6664.03,0.2,5331.22,1139.48,,,
ORD0351,11/21/2025,Customer_048,Headphones,Electronics,West,3,3748.99,0.2,8997.57,1940.87,,,
ORD0352,11/20/2025,Customer_035,Desk,Furniture,North,3,12570.16,0.05,35824.95,7700.65,,,
ORD0353,3/17/2025,Customer_046,Smartphone,Electronics,East,1,29088.92,0,29088.92,8830.19,,,
ORD0354,11/3/2025,Customer_038,Mouse,Accessories,West,3,1186.41,0.15,3025.35,600.78,,,
ORD0355,9/17/2025,Customer_022,Mouse,Accessories,West,5,1242.34,0.1,5590.54,1641.73,,,
ORD0356,9/14/2025,Customer_072,Headphones,Electronics,East,4,3570.46,0.2,11425.46,1956.97,,,
ORD0357,10/10/2025,Customer_008,Bookshelf,Furniture,East,1,5901.7,0,5901.7,1175.53,,,
ORD0358,5/22/2025,Customer_035,Printer,Electronics,West,1,13924.32,0.05,13228.1,2586.04,,,
ORD0359,7/9/2025,Customer_008,Office Chair,Furniture,East,1,7659.36,0.1,6893.42,2195.33,,,
ORD0360,7/11/2025,Customer_062,Office Chair,Furniture,South,4,8436.85,0.05,32060.02,7447.3,,,
ORD0361,12/10/2025,Customer_021,Bookshelf,Furniture,East,1,5963.22,0.05,5665.06,1113.68,,,
ORD0362,11/29/2025,Customer_046,Backpack,Accessories,North,1,1863.15,0,1863.15,579.49,,,
ORD0363,4/19/2025,Customer_012,Laptop,Electronics,North,4,59204.84,0.1,213137.44,39603.37,,,
ORD0364,6/2/2025,Customer_091,Laptop,Electronics,South,5,59994.36,0.1,269974.64,47440.3,,,
ORD0365,5/26/2025,Customer_066,Backpack,Accessories,West,5,1634.6,0.15,6947.05,1012.05,,,
ORD0366,3/25/2025,Customer_097,Laptop,Electronics,West,4,50831.28,0.05,193158.85,45626.14,,,
ORD0367,4/15/2025,Customer_074,Printer,Electronics,South,3,15236.83,0.05,43424.97,8089.44,,,
ORD0368,7/20/2025,Customer_039,Headphones,Electronics,West,3,3501.51,0.1,9454.07,2762.72,,,
ORD0369,12/16/2025,Customer_040,Headphones,Electronics,South,4,3668.69,0.1,13207.27,2826.38,,,
ORD0370,10/28/2025,Customer_079,Laptop,Electronics,South,1,52745.45,0.05,50108.18,11164.1,,,
ORD0371,10/21/2025,Customer_028,Desk,Furniture,North,5,11318.52,0.15,48103.72,10904.08,,,
ORD0372,5/2/2025,Customer_030,Bookshelf,Furniture,West,3,6724.86,0.05,19165.84,5077.49,,,
ORD0373,1/23/2025,Customer_075,Smartphone,Electronics,West,3,28443.89,0.05,81065.09,13629.46,,,
ORD0374,6/16/2025,Customer_034,Printer,Electronics,West,3,14575.64,0.1,39354.23,7175.02,,,
ORD0375,10/2/2025,Customer_029,Desk,Furniture,South,4,12628.58,0,50514.31,6600.76,,,
ORD0376,11/1/2025,Customer_038,Smartphone,Electronics,West,4,27360.9,0,109443.59,17692.21,,,
ORD0377,1/31/2025,Customer_004,Desk,Furniture,North,2,12192.53,0.15,20727.3,4312.57,,,
ORD0378,2/14/2025,Customer_004,Smartphone,Electronics,South,5,30673.73,0.05,145700.23,31124.11,,,
ORD0379,11/11/2025,Customer_015,Bookshelf,Furniture,North,3,6058.03,0.05,17265.39,5444.29,,,
ORD0380,2/4/2025,Customer_087,Printer,Electronics,South,5,13637.11,0.15,57957.72,14201.92,,,
ORD0381,5/6/2025,Customer_017,Office Chair,Furniture,North,2,9322.82,0.15,15848.8,4157.44,,,
ORD0382,12/31/2025,Customer_086,Bookshelf,Furniture,North,4,6471.24,0.2,20707.97,4422.16,,,
ORD0383,9/7/2025,Customer_085,Backpack,Accessories,South,3,1917.65,0.05,5465.31,973.9,,,
ORD0384,10/7/2025,Customer_099,Desk,Furniture,North,4,12107.59,0.15,41165.79,11812.59,,,
ORD0385,12/4/2025,Customer_086,Smartphone,Electronics,North,3,29581.37,0.05,84306.92,14592.21,,,
ORD0386,1/5/2025,Customer_017,Keyboard,Accessories,North,2,2301.56,0.05,4372.96,1269.92,,,
ORD0387,11/6/2025,Customer_045,Office Chair,Furniture,East,3,8658.12,0,25974.37,5199.44,,,
ORD0388,7/3/2025,Customer_020,Bookshelf,Furniture,North,5,6564.12,0.1,29538.54,9111.21,,,
ORD0389,4/18/2025,Customer_052,Printer,Electronics,West,4,15257.51,0.2,48824.04,10615.3,,,
ORD0390,7/22/2025,Customer_064,Bookshelf,Furniture,North,2,6529.18,0.05,12405.44,2573.6,,,
ORD0391,4/2/2025,Customer_051,Headphones,Electronics,East,2,3776.12,0.1,6797.01,1555.18,,,
ORD0392,12/3/2025,Customer_081,Office Chair,Furniture,North,5,9343.41,0.05,44381.19,13674.1,,,
ORD0393,7/8/2025,Customer_031,Laptop,Electronics,East,3,52316.52,0.05,149102.09,46794.5,,,
ORD0394,11/16/2025,Customer_021,Smartphone,Electronics,West,5,30083.47,0,150417.35,32272.76,,,
ORD0395,10/30/2025,Customer_035,Smartphone,Electronics,East,1,26379.95,0.05,25060.95,3220.59,,,
ORD0396,3/6/2025,Customer_036,Smartphone,Electronics,North,2,26849.87,0.15,45644.78,14475.64,,,
ORD0397,7/7/2025,Customer_073,Desk,Furniture,East,1,10813.6,0,10813.6,1433.69,,,
ORD0398,10/17/2025,Customer_046,Laptop,Electronics,South,4,50648.45,0.1,182334.4,43793.07,,,
ORD0399,6/22/2025,Customer_096,Office Chair,Furniture,South,3,7838.7,0.05,22340.29,3537.65,,,
ORD0400,6/11/2025,Customer_016,Headphones,Electronics,South,3,3627.22,0.15,9249.42,2750.9,,,
ORD0401,10/17/2025,Customer_039,Smartphone,Electronics,East,2,28934.38,0.1,52081.89,14467.18,,,
ORD0402,8/21/2025,Customer_030,Keyboard,Accessories,North,3,2236.63,0,6709.9,1016.91,,,
ORD0403,12/3/2025,Customer_055,Desk,Furniture,East,3,12354.76,0.05,35211.07,10401.91,,,
ORD0404,1/14/2025,Customer_050,Printer,Electronics,West,2,14153.04,0.15,24060.17,4633.55,,,
ORD0405,7/24/2025,Customer_059,Office Chair,Furniture,East,5,8589.25,0.15,36504.32,7883.69,,,
ORD0406,9/5/2025,Customer_098,Keyboard,Accessories,East,2,2049.79,0.05,3894.61,559.27,,,
ORD0407,12/15/2025,Customer_026,Mouse,Accessories,South,4,1104.66,0.05,4197.71,1184.56,,,
ORD0408,11/21/2025,Customer_044,Bookshelf,Furniture,North,1,6941.14,0,6941.14,2215.86,,,
ORD0409,4/10/2025,Customer_082,Mouse,Accessories,East,1,1215.6,0,1215.6,178.32,,,
ORD0410,6/28/2025,Customer_037,Headphones,Electronics,North,5,3414.12,0.05,16217.07,2152.58,,,
ORD0411,6/24/2025,Customer_023,Printer,Electronics,North,2,15204.48,0.1,27368.06,4136.69,,,
ORD0412,9/30/2025,Customer_068,Desk,Furniture,East,3,13118.51,0.1,35419.99,5943.21,,,
ORD0413,10/25/2025,Customer_017,Mouse,Accessories,North,1,1267.64,0,1267.64,242.33,,,
ORD0414,9/13/2025,Customer_078,Bookshelf,Furniture,East,4,6468.76,0.15,21993.78,6549.85,,,
ORD0415,4/10/2025,Customer_031,Mouse,Accessories,South,4,1124.65,0.15,3823.79,801.41,,,
ORD0416,4/10/2025,Customer_087,Mouse,Accessories,North,1,1255.32,0.15,1067.02,203.22,,,
ORD0417,1/28/2025,Customer_070,Smartphone,Electronics,West,1,28849.18,0,28849.18,4970.15,,,
ORD0418,9/9/2025,Customer_099,Desk,Furniture,North,4,11278.12,0.1,40601.22,5763.63,,,
ORD0419,2/22/2025,Customer_074,Mouse,Accessories,South,1,1203.81,0,1203.81,320.79,,,
ORD0420,4/21/2025,Customer_017,Desk,Furniture,West,2,11098.48,0,22196.97,5266.71,,,
ORD0421,7/7/2025,Customer_090,Bookshelf,Furniture,South,4,6453.32,0,25813.29,3286.04,,,
ORD0422,4/2/2025,Customer_058,Laptop,Electronics,West,4,52439.78,0.05,199271.16,55006.6,,,
ORD0423,5/14/2025,Customer_007,Bookshelf,Furniture,West,5,6347.35,0,31736.77,7821.63,,,
ORD0424,5/6/2025,Customer_012,Desk,Furniture,West,1,12043.11,0,10838.79,2713.83,,,
ORD0425,6/9/2025,Customer_075,Desk,Furniture,West,4,12910.21,0.1,46476.76,8592.81,,,
ORD0426,4/14/2025,Customer_067,Laptop,Electronics,North,1,51778.04,0.05,49189.14,14241.95,,,
ORD0427,8/6/2025,Customer_004,Mouse,Accessories,South,5,1196.18,0.05,5681.85,968.82,,,
ORD0428,11/27/2025,Customer_015,Keyboard,Accessories,West,1,2213.52,0.05,2102.85,399.14,,,
ORD0429,1/26/2025,Customer_025,Bookshelf,Furniture,South,1,6793.32,0.05,6453.65,1265.26,,,
ORD0430,12/17/2025,Customer_028,Headphones,Electronics,East,3,3519.09,0.2,8445.81,1171.57,,,
ORD0431,2/26/2025,Customer_047,Laptop,Electronics,East,1,53210.74,0.15,45229.13,7915.27,,,
ORD0432,12/27/2025,Customer_075,Mouse,Accessories,West,2,1303.35,0.1,2346.02,517.39,,,
ORD0433,3/2/2025,Customer_021,Bookshelf,Furniture,South,1,6538.56,0.2,5230.85,1420.81,,,
ORD0434,1/3/2025,Customer_094,Desk,Furniture,South,2,11232.74,0.1,20218.93,4615.59,,,
ORD0435,11/27/2025,Customer_077,Keyboard,Accessories,South,4,2276.71,0.15,7740.83,2264.97,,,
ORD0436,11/16/2025,Customer_059,Bookshelf,Furniture,South,1,7086.86,0,7086.86,857.77,,,
ORD0437,11/7/2025,Customer_082,Mouse,Accessories,South,4,1184.88,0.05,4502.54,906.31,,,
ORD0438,9/30/2025,Customer_043,Bookshelf,Furniture,North,4,6801.76,0.15,23125.98,5758.18,,,
ORD0439,12/18/2025,Customer_100,Smartphone,Electronics,East,2,26105.36,0.1,46989.65,10554.81,,,
ORD0440,12/8/2025,Customer_093,Laptop,Electronics,South,3,51289.7,0.1,138482.18,28663.45,,,
ORD0441,9/12/2025,Customer_043,Mouse,Accessories,North,5,1165.69,0,5828.44,785.45,,,
ORD0442,4/1/2025,Customer_022,Keyboard,Accessories,North,2,2353.14,0.05,4470.96,778.97,,,
ORD0443,9/22/2025,Customer_054,Mouse,Accessories,West,5,1238.98,0.05,5885.17,1743.77,,,
ORD0444,11/23/2025,Customer_067,Backpack,Accessories,West,3,1798.08,0.2,4315.4,938.41,,,
ORD0445,12/12/2025,Customer_078,Office Chair,Furniture,North,5,7748.09,0,38740.47,8953.97,,,
ORD0446,11/20/2025,Customer_065,Smartphone,Electronics,South,5,28358.81,0.05,134704.37,33444.98,,,
ORD0447,11/11/2025,Customer_075,Laptop,Electronics,North,2,60218.09,0.15,102370.76,32195.21,,,
ORD0448,8/25/2025,Customer_041,Mouse,Accessories,North,5,1122.05,0,5610.27,822.72,,,
ORD0449,3/17/2025,Customer_026,Office Chair,Furniture,East,5,8607.65,0.1,38734.43,9083.21,,,
ORD0450,2/9/2025,Customer_005,Headphones,Electronics,North,5,3775.87,0.05,17935.36,2344.31,,,
ORD0451,2/10/2025,Customer_019,Office Chair,Furniture,West,2,8575.66,0.15,14578.62,4069.01,,,
ORD0452,7/14/2025,Customer_024,Backpack,Accessories,East,4,1751.17,0.1,6304.2,1645.09,,,
ORD0453,1/4/2025,Customer_067,Keyboard,Accessories,South,5,2320.52,0.1,10442.33,2605.15,,,
ORD0454,3/10/2025,Customer_095,Mouse,Accessories,South,1,1147.79,0.1,1033.01,242.71,,,
ORD0455,12/23/2025,Customer_057,Desk,Furniture,South,1,11799.76,0,11799.76,2542.82,,,
ORD0456,10/30/2025,Customer_068,Keyboard,Accessories,West,5,2081.38,0.05,9886.57,3160.79,,,
ORD0457,12/9/2025,Customer_058,Bookshelf,Furniture,South,3,6814.47,0.1,18399.06,2765.65,,,
ORD0458,2/16/2025,Customer_100,Desk,Furniture,East,1,11451.45,0.05,10878.88,3208.49,,,
ORD0459,10/14/2025,Customer_042,Keyboard,Accessories,South,5,2045.82,0.1,9206.21,2245.05,,,
ORD0460,9/30/2025,Customer_068,Smartphone,Electronics,West,1,28719.23,0.05,27283.27,6101.26,,,
ORD0461,7/10/2025,Customer_089,Office Chair,Furniture,East,1,8602.16,0,8602.16,1409.49,,,
ORD0462,4/6/2025,Customer_039,Office Chair,Furniture,East,1,9056.76,0.15,7698.25,1389.98,,,
ORD0463,11/9/2025,Customer_081,Bookshelf,Furniture,South,1,6012.66,0,6012.66,901.33,,,
ORD0464,9/2/2025,Customer_003,Mouse,Accessories,North,5,1131.21,0,5656.07,1057.52,,,
ORD0465,12/3/2025,Customer_067,Laptop,Electronics,South,4,54288.57,0.1,195438.84,41069.14,,,
ORD0466,3/19/2025,Customer_058,Office Chair,Furniture,North,4,7692.83,0.05,29232.75,4449.24,,,
ORD0467,6/17/2025,Customer_083,Smartphone,Electronics,North,5,28330.29,0,141651.46,31132.5,,,
ORD0468,11/16/2025,Customer_062,Laptop,Electronics,East,5,58989.05,0.1,265450.7,75427.52,,,
ORD0469,4/5/2025,Customer_068,Headphones,Electronics,West,4,3765.54,0.05,14309.05,2264.29,,,
ORD0470,1/7/2025,Customer_078,Backpack,Accessories,West,2,1862.17,0.15,3165.69,508.61,,,
ORD0471,11/24/2025,Customer_097,Backpack,Accessories,North,3,1973.49,0.15,5032.39,978.3,,,
ORD0472,1/5/2025,Customer_057,Desk,Furniture,West,3,11787.97,0,35363.92,4703.44,,,
ORD0473,8/2/2025,Customer_069,Desk,Furniture,East,3,11001.41,0.05,31354.01,7942.21,,,
ORD0474,8/3/2025,Customer_014,Smartphone,Electronics,East,4,29595.23,0.2,94704.72,16412.58,,,
ORD0475,7/21/2025,Customer_057,Headphones,Electronics,West,5,3344.5,0,16722.48,4427.05,,,
ORD0476,11/14/2025,Customer_041,Printer,Electronics,North,5,12888.74,0.2,51554.96,10849.38,,,
ORD0477,3/12/2025,Customer_003,Smartphone,Electronics,South,2,26344.87,0.1,47420.76,10245.69,,,
ORD0478,6/15/2025,Customer_022,Smartphone,Electronics,South,1,28731.92,0.1,25858.73,5432.37,,,
ORD0479,5/28/2025,Customer_019,Backpack,Accessories,West,3,1962.51,0,5887.54,1533.95,,,
ORD0480,7/26/2025,Customer_027,Headphones,Electronics,South,2,3160.58,0.05,6005.1,762.63,,,
ORD0481,2/28/2025,Customer_002,Mouse,Accessories,North,1,1220.05,0.1,1098.05,235.91,,,
ORD0482,11/11/2025,Customer_022,Office Chair,Furniture,East,1,8413.44,0,8413.44,1662.06,,,
ORD0483,10/11/2025,Customer_065,Desk,Furniture,North,3,12300.49,0.1,33211.33,8146.37,,,
ORD0484,3/14/2025,Customer_046,Office Chair,Furniture,South,1,9247.41,0.1,8322.67,2296.25,,,
ORD0485,9/1/2025,Customer_085,Bookshelf,Furniture,East,1,6815.67,0.05,6474.89,1648.45,,,
ORD0486,9/5/2025,Customer_092,Mouse,Accessories,North,4,1276.14,0.15,4338.88,943.51,,,
ORD0487,9/2/2025,Customer_023,Mouse,Accessories,East,1,1251.37,0.05,1188.8,358.69,,,
ORD0488,10/23/2025,Customer_075,Office Chair,Furniture,North,1,8110.37,0.05,7704.85,2084.07,,,
ORD0489,4/4/2025,Customer_048,Smartphone,Electronics,East,3,28543.74,0.05,81349.65,16354.48,,,
ORD0490,3/18/2025,Customer_046,Printer,Electronics,East,2,14904.35,0.15,25337.4,3381.48,,,
ORD0491,7/28/2025,Customer_073,Printer,Electronics,North,1,15365.45,0.05,14597.17,3820.09,,,
ORD0492,7/1/2025,Customer_037,Bookshelf,Furniture,North,3,6199.51,0.1,16738.68,4122.91,,,
ORD0493,7/7/2025,Customer_040,Smartphone,Electronics,West,3,28729.38,0.05,81878.75,22133.73,,,
ORD0494,3/4/2025,Customer_022,Smartphone,Electronics,West,4,29590.33,0,118361.32,27947.72,,,
ORD0495,12/29/2025,Customer_054,Printer,Electronics,West,1,14252.65,0.05,13540.02,3228.93,,,
ORD0496,8/30/2025,Customer_001,Office Chair,Furniture,South,4,8949.55,0,35798.2,8522.33,,,
ORD0497,1/21/2025,Customer_071,Bookshelf,Furniture,East,5,5941.64,0,29708.2,8403.58,,,
ORD0498,10/10/2025,Customer_056,Office Chair,Furniture,South,3,8141.62,0,24424.86,6302.56,,,
ORD0499,6/2/2025,Customer_055,Backpack,Accessories,South,1,1747.36,0.05,1660,256.12,,,
ORD0500,10/22/2025,Customer_080,Backpack,Accessories,North,5,1747.59,0.05,8301.07,1816.88,,,
ORD0501,2/8/2025,Customer_022,Laptop,Electronics,North,5,50354.05,0.15,214004.71,33005.04,,,
ORD0502,11/9/2025,Customer_086,Bookshelf,Furniture,North,5,6939.28,0.1,31226.76,4629.28,,,
ORD0503,2/14/2025,Customer_017,Desk,Furniture,East,5,11723.53,0.1,52755.88,11718.38,,,
ORD0504,5/30/2025,Customer_033,Keyboard,Accessories,South,5,2302.26,0.1,10360.15,2248.29,,,
ORD0505,4/25/2025,Customer_036,Laptop,Electronics,South,3,59198.29,0.1,159835.38,47263.47,,,
ORD0506,9/3/2025,Customer_019,Mouse,Accessories,South,2,1138.88,0.1,2049.99,632.33,,,
ORD0507,1/19/2025,Customer_067,Keyboard,Accessories,South,3,2162.94,0.1,5839.94,1367.78,,,
ORD0508,9/3/2025,Customer_001,Keyboard,Accessories,South,2,2200.05,0,4400.1,1045.5,,,
ORD0509,10/9/2025,Customer_017,Laptop,Electronics,East,5,53209.27,0,266046.36,77534.32,,,
